0.627086217	0.525319981
0.787842039	0.543122424
0.769938587	0.649673096
0.672241766	0.705815011
0.69423788	0.623611563
0.859374278	0.730047727
0.655370423	0.695562214
0.731071097	0.797022284
0.808496711	0.649263045
0.74743833	0.584549251
0.66912075	0.677920354
0.766722345	0.659037794
0.805885156	0.805528903
0.830470741	0.783912031
0.746999187	0.797032109
0.662270125	0.639683389
0.603018223	0.664188622
0.620181793	0.651816916
0.67029975	0.734880178
0.720986427	0.856592477
0.646782031	0.695322928
0.782333683	0.795715043
0.629919335	0.600946693
0.606598992	0.702929858
0.570578412	0.620571114
0.63875971	0.705487319
0.642723927	0.756570207
0.920087904	0.780281756
0.616978283	0.790994049
0.886040988	0.601011902
0.474321105	0.755850457
0.666060384	0.692003411
0.777290941	0.811269354
0.910733806	0.865206531
0.680146771	0.606848219
0.731694149	0.749591311
0.736584247	0.589384707
0.631906344	0.853218781
0.890311712	0.640599145
0.599910761	0.658350307
0.553120616	0.684618997
0.789777478	0.716075501
0.881620085	0.708894361
0.641347428	0.753265713
0.732873331	0.677012911
0.771989593	0.643609146
0.757334733	0.993217147
0.652235393	0.67497294
0.612100781	0.599239311
0.732797679	0.597952595
0.692373592	0.592585862
0.705714044	0.555609248
0.657090739	0.679135273
0.794647442	0.749671587
0.599427949	0.756208577
1.007761527	0.553778549
0.703840193	0.681308441
0.880843845	0.563715815
0.699516757	0.613076163
0.646701256	0.832903606
0.758600996	0.657154322
0.654815223	0.75342869
0.611090889	0.482422667
0.613567453	0.662581746
0.694064762	0.756439546
0.865687696	0.760750172
0.729313653	0.709718726
0.835823256	0.611746479
0.689078761	0.75450765
0.626936129	0.808114042
0.86097455	0.59957351
0.745246378	0.700059766
0.633493511	0.727218071
0.553039941	0.863093822
0.650858764	0.639995196
0.773192818	0.701562508
0.669944372	0.672652474
0.565959139	0.82151831
0.500107893	0.786400423
0.576297994	0.867008377
0.622937412	0.598855892
0.672344541	0.676393989
0.55312885	0.754197546
0.632168204	0.66205592
